"pageid","pagename","langid","nsid"
"5400112","1783","222","4131"
"5400115","1789","222","4131"
"7322458","1790","222","4131"
"7322459","1791","222","4131"
"5400116","1792","222","4131"
"5400117","1793","222","4131"
"5400122","1799","222","4131"
"5400124","17_april","222","4131"
"13910017","17_april","222","4141"
"5400125","17_augusti","222","4131"
"5400126","17_december","222","4131"
"5400127","17_februari","222","4131"
"5400128","17_januari","222","4131"
"12243960","17_januari","222","4141"
"5400129","17_juli","222","4131"
"5400130","17_juni","222","4131"
"5400131","17_maj","222","4131"
"5400132","17_mars","222","4131"
"5400133","17_november","222","4131"
"5400134","17_oktober","222","4131"
"5400135","17_september","222","4131"
"5400136","1800","222","4131"
"10725458","1800-talet","222","4145"
"5400137","1800-talet","222","4131"
"5400138","1801","222","4131"
"5400142","1806","222","4131"
"5400143","1808","222","4131"
"5400144","1809","222","4131"
"7322463","1810","222","4131"
"7322465","1811","222","4131"
"8452535","1812","222","4131"
"5400146","1812_års_krig","222","4131"
"5400147","1813","222","4131"
"5400148","1814","222","4131"
"5400149","1815","222","4131"
"5400150","1817","222","4131"
"5400151","1818","222","4131"
"7322468","1820","222","4131"
"5400155","1821","222","4131"
"5400156","1822","222","4131"
"12866580","1822","222","4145"
"7322470","1829","222","4131"
"5400160","1830","222","4131"
"5400162","1832","222","4131"
"5400163","1833","222","4131"
"5400164","1834","222","4131"
"5400165","1837","222","4131"
"5400167","1839","222","4131"
"5400168","1840","222","4131"
"5400169","1841","222","4131"
"5400171","1843","222","4131"
"7322473","1844","222","4131"
"7338653","1845","222","4145"
"5400172","1845","222","4131"
"5400173","1846","222","4131"
"5400174","1847","222","4131"
"5400175","1848","222","4131"
"5400176","1849","222","4131"
"5400177","1850","222","4131"
"5400179","1851","222","4131"
"8452537","1852","222","4131"
"5400180","1853","222","4131"
"5400181","1854","222","4131"
"5400182","1855","222","4131"
"5400183","1856","222","4131"
"7322474","1857","222","4131"
"12463049","1857","222","4145"
"7322475","1858","222","4131"
"5400184","1859","222","4131"
"5400185","1860","222","4131"
"5400187","1861","222","4131"
"5400188","1862","222","4131"
"5400189","1863","222","4131"
"5400190","1864","222","4131"
"9193992","1865","222","4145"
"5400191","1865","222","4131"
"5400192","1866","222","4131"
"5400193","1867","222","4131"
"5400194","1868","222","4131"
"5400195","1869","222","4131"
"5400196","1870","222","4131"
"5400198","1871","222","4131"
"8452538","1872","222","4131"
"5400199","1873","222","4131"
"5400200","1874","222","4131"
"5400201","1875","222","4131"
"5400202","1876","222","4131"
"5400203","1877","222","4131"
"5400204","1878","222","4131"
"5400205","1879","222","4131"
"5400206","1880","222","4131"
"5400208","1881","222","4131"
"5400209","1882","222","4131"
"5400210","1883","222","4131"
"5400211","1884","222","4131"
"5400212","1885","222","4131"
"5400213","1886","222","4131"
"5400214","1887","222","4131"
"5400215","1888","222","4131"
"11322270","1889","222","4145"
"5400216","1889","222","4131"
"5400217","1890","222","4131"
"5400219","1891","222","4131"
"5400220","1892","222","4131"
"5400221","1893","222","4131"
"5400222","1894","222","4131"
"5400223","1895","222","4131"
"5400224","1896","222","4131"
"5400225","1897","222","4131"
"5400226","1898","222","4131"
"5400227","1899","222","4131"
"5400229","18_april","222","4131"
"5400230","18_augusti","222","4131"
"5400231","18_december","222","4131"
"5400232","18_februari","222","4131"
"5400233","18_januari","222","4131"
"15440541","18_juli","222","4141"
"5400234","18_juli","222","4131"
"5400235","18_juni","222","4131"
"5400236","18_maj","222","4131"
"5400237","18_mars","222","4131"
"5400238","18_november","222","4131"
"5400239","18_oktober","222","4131"
"5400240","18_september","222","4131"
"5400241","1900","222","4131"
"10306294","1900-talet","222","4145"
"5400242","1900-talet","222","4131"
"5400244","1901","222","4131"
"5400245","1902","222","4131"
"5400246","1903","222","4131"
"5400247","1904","222","4131"
"5400248","1905","222","4131"
"5400249","1906","222","4131"
"5400250","1907","222","4131"
"5400251","1908","222","4131"
"5400252","1909","222","4131"
"10306295","1909","222","4145"
"5400253","1910","222","4131"
"7322478","1910-talet","222","4131"
"5400254","1911","222","4131"
"5400255","1912","222","4131"
"5400256","1913","222","4131"
"5400257","1914","222","4131"
"5400258","1915","222","4131"
"5400259","1916","222","4131"
"5400260","1917","222","4131"
"5400262","1918","222","4131"
"5400263","1919","222","4131"
"5400266","1920","222","4131"
"5400267","1920-talet","222","4131"
"12125435","1920-talet","222","4145"
"5400268","1921","222","4131"
"5400269","1922","222","4131"
"5400270","1923","222","4131"
"9821329","1923","222","4145"
"5400271","1924","222","4131"
"5400272","1925","222","4131"
"5400273","1926","222","4131"
"5400274","1927","222","4131"
"5400275","1928","222","4131"
"5400276","1929","222","4131"
"5400277","1930","222","4131"
"5400278","1930-talet","222","4131"
"13560991","1930-talet","222","4145"
"5400279","1931","222","4131"
"5400280","1932","222","4131"
"5400281","1933","222","4131"
"5400282","1934","222","4131"
"5400283","1935","222","4131"
"5400284","1936","222","4131"
"5400285","1937","222","4131"
"5400287","1938","222","4131"
"5400288","1939","222","4131"
"5400291","1940","222","4131"
"5400292","1940-talet","222","4131"
"11322271","1940-talet","222","4145"
"5400293","1941","222","4131"
"5400294","1942","222","4131"
"5400295","1943","222","4131"
"5400296","1944","222","4131"
"5400297","1945","222","4131"
"5400298","1946","222","4131"
"5400299","1947","222","4131"
"5400300","1948","222","4131"
"5400302","1949","222","4131"
"11322272","1949","222","4145"
"5400303","1950","222","4131"
"5400304","1950-talet","222","4131"
"11322273","1950-talet","222","4145"
"5400305","1951","222","4131"
"5400306","1952","222","4131"
"5400307","1953","222","4131"
"13477738","1953","222","4145"
"5400308","1954","222","4131"
"5400309","1955","222","4131"
"5400310","1956","222","4131"
"5400311","1957","222","4131"
"5400312","1958","222","4131"
"9821330","1959","222","4145"
"5400313","1959","222","4131"
"5400314","1960","222","4131"
"5431685","1960-talet","222","4145"
"5400315","1960-talet","222","4131"
"5400316","1961","222","4131"
"5400317","1962","222","4131"
"5400318","1963","222","4131"
"5400319","1964","222","4131"
"5400320","1965","222","4131"
"5400321","1966","222","4131"
"10306298","1966","222","4145"
"5400322","1967","222","4131"
"5400323","1968","222","4131"
"5400324","1969","222","4131"
"8461875","1969","222","4145"
"5400325","1970","222","4131"
"13300482","1970-talet","222","4145"
"5400326","1970-talet","222","4131"
"5400327","1971","222","4131"
"5400328","1972","222","4131"
"5400329","1973","222","4131"
"5400330","1974","222","4131"
"5400332","1975","222","4131"
"5400333","1976","222","4131"
"5400334","1977","222","4131"
"5400335","1978","222","4131"
"5400336","1979","222","4131"
"9193993","1979","222","4145"
"5400337","1980","222","4131"
"11046417","1980","222","4145"
"8461877","1980-talet","222","4145"
"5400338","1980-talet","222","4131"
"5400340","1981","222","4131"
"5400341","1982","222","4131"
"5400342","1983","222","4131"
"5400343","1984","222","4131"
"5400348","1984_(roman)","222","4131"
"5400349","1985","222","4131"
"16615265","1986","222","4145"
"5400351","1986","222","4131"
"5400353","1987","222","4131"
"5400354","1988","222","4131"
"9821332","1989","222","4145"
"5400355","1989","222","4131"
"5400356","1990","222","4131"
"5400357","1990-talet","222","4131"
"5431686","1990-talet","222","4145"
"5400358","1991","222","4131"
"5400359","1992","222","4131"
"11952871","1992","222","4145"
"5400360","1993","222","4131"
"5400361","1994","222","4131"
"9193994","1995","222","4145"
"5400362","1995","222","4131"
"5400363","1996","222","4131"
"5400365","1997","222","4131"
"5400366","1998","222","4131"
"5400367","1999","222","4131"
"5400368","19_april","222","4131"
"5400369","19_augusti","222","4131"
"5400370","19_december","222","4131"
"5400371","19_februari","222","4131"
"12337671","19_januari","222","4141"
"5400372","19_januari","222","4131"
"5400373","19_juli","222","4131"
"7322483","19_juni","222","4131"
"5400374","19_maj","222","4131"
"5400375","19_mars","222","4131"
"7322484","19_november","222","4131"
"5400376","19_oktober","222","4131"
"5400377","19_september","222","4131"
"5400379","1_april","222","4131"
"5400380","1_augusti","222","4131"
"5400381","1_december","222","4131"
"5400382","1_februari","222","4131"
"5400383","1_januari","222","4131"
"5440159","1_januari","222","4141"
"5400384","1_juli","222","4131"
"5400385","1_juni","222","4131"
"5400386","1_maj","222","4131"
"5400387","1_mars","222","4131"
"5400388","1_november","222","4131"
"5400389","1_oktober","222","4131"
"16134612","1_september","222","4141"
"5400390","1_september","222","4131"
"5400393","200-talet","222","4131"
"5400394","2000","222","4131"
"9821335","2000","222","4145"
"5400395","2000-talet","222","4131"
"11322274","2000-talet_(decennium)","222","4145"
"5400396","2000-talet_(decennium)","222","4131"
"5400400","2001","222","4131"
"5400406","2002","222","4131"
"5400407","2003","222","4131"
"5400408","2004","222","4131"
"5400410","2005","222","4131"
"12401756","2005","222","4145"
"5400411","2006","222","4131"
"5400412","2007","222","4131"
"7338655","2008","222","4145"
"5400413","2008","222","4131"
"5431687","2009","222","4145"
"5400414","2009","222","4131"
"5400415","2010","222","4131"
"5400416","2010-talet","222","4131"
"5400420","2011","222","4131"
"16927406","2012","222","4145"
"5400421","2012","222","4131"
"5400422","2013","222","4131"
"5400423","2014","222","4131"
"5400424","2015","222","4131"
"5400425","2016","222","4131"
"5400426","2017","222","4131"
"5400427","2018","222","4131"
"5400428","2019","222","4131"
"5400452","20_april","222","4131"
"13967271","20_april","222","4141"
"5400453","20_augusti","222","4131"
"5400454","20_december","222","4131"
"5400455","20_februari","222","4131"
"5400456","20_januari","222","4131"
"5400457","20_juli","222","4131"
"5400458","20_juli-attentatet","222","4131"
"10725465","20_juli-attentatet","222","4145"
"5400459","20_juni","222","4131"
"7322500","20_maj","222","4131"
"13300611","20_mars","222","4141"
"5400460","20_mars","222","4131"
"5400461","20_november","222","4131"
"5400462","20_oktober","222","4131"
"5400463","20_september","222","4131"
"5400471","21_april","222","4131"
"5400472","21_augusti","222","4131"
"5400473","21_december","222","4131"
"5400474","21_februari","222","4131"
"5400476","21_januari","222","4131"
"15514727","21_juli","222","4141"
"5400477","21_juli","222","4131"
"5400478","21_juni","222","4131"
"5400479","21_maj","222","4131"
"5400480","21_mars","222","4131"
"5400481","21_november","222","4131"
"5400482","21_oktober","222","4131"
"5400483","21_september","222","4131"
"5400488","22_april","222","4131"
"7322503","22_augusti","222","4131"
"5400489","22_december","222","4131"
"5400490","22_februari","222","4131"
"5400491","22_januari","222","4131"
"5400492","22_juli","222","4131"
"5400493","22_juni","222","4131"
"5400494","22_maj","222","4131"
"5400495","22_mars","222","4131"
"5400496","22_november","222","4131"
"5400497","22_oktober","222","4131"
"5400498","22_september","222","4131"
"5400500","23_(tal)","222","4131"
"5400501","23_april","222","4131"
"5400502","23_augusti","222","4131"
"5400503","23_december","222","4131"
"5400504","23_februari","222","4131"
"5400505","23_januari","222","4131"
"5400506","23_juli","222","4131"
"5400507","23_juni","222","4131"
"5400508","23_maj","222","4131"
"5400509","23_mars","222","4131"
"5400510","23_november","222","4131"
"5400511","23_oktober","222","4131"
"5400512","23_september","222","4131"
"5400513","24","222","4131"
"5400518","24_(TV-serie)","222","4131"
"5400520","24_april","222","4131"
"5400521","24_augusti","222","4131"
"5400522","24_december","222","4131"
"5400523","24_februari","222","4131"
"5400524","24_januari","222","4131"
"5400525","24_juli","222","4131"
"5400526","24_juni","222","4131"
"5400529","24_maj","222","4131"
"5400530","24_mars","222","4131"
"13410239","24_mars","222","4141"
"5400531","24_november","222","4131"
"5400532","24_oktober","222","4131"
"16927505","24_oktober","222","4141"
"5400533","24_september","222","4131"
"5400535","25_april","222","4131"
"5400536","25_augusti","222","4131"
"16028903","25_augusti","222","4141"
"5400537","25_december","222","4131"
"5400538","25_februari","222","4131"
"5400539","25_januari","222","4131"
"5400540","25_juli","222","4131"
"5400541","25_juni","222","4131"
"5400542","25_maj","222","4131"
"5400543","25_mars","222","4131"
"5400544","25_november","222","4131"
"16927506","25_oktober","222","4141"
"5400545","25_oktober","222","4131"
"5400546","25_september","222","4131"
"5400548","26_april","222","4131"
"5400549","26_augusti","222","4131"
"5400550","26_december","222","4131"
"5400551","26_februari","222","4131"
"5400552","26_januari","222","4131"
"5400553","26_juli","222","4131"
"5400555","26_juni","222","4131"
"5400556","26_maj","222","4131"
"5400557","26_mars","222","4131"
"5400558","26_november","222","4131"
"5400559","26_oktober","222","4131"
"5400560","26_september","222","4131"
"5400561","27_april","222","4131"
"5400562","27_augusti","222","4131"
"5400563","27_december","222","4131"
"5400564","27_februari","222","4131"
"5400565","27_januari","222","4131"
"5400566","27_juli","222","4131"
"5400567","27_juni","222","4131"
"5400568","27_maj","222","4131"
"5400569","27_mars","222","4131"
"5400570","27_november","222","4131"
"5400571","27_oktober","222","4131"
"7322512","27_september","222","4131"
"5400573","28_april","222","4131"
"5400574","28_augusti","222","4131"
"5400577","28_december","222","4131"
"7322516","28_februari","222","4131"
"5400578","28_januari","222","4131"
"5400579","28_juli","222","4131"
"5400580","28_juni","222","4131"
"5400581","28_maj","222","4131"
"5400582","28_mars","222","4131"
"5400583","28_november","222","4131"
"5400584","28_oktober","222","4131"
"5400585","28_september","222","4131"
"5400586","29_april","222","4131"
"5400587","29_augusti","222","4131"
"5400588","29_december","222","4131"
"5400589","29_februari","222","4131"
"5400590","29_januari","222","4131"
"5400591","29_juli","222","4131"
"5400592","29_juni","222","4131"
"14660485","29_maj","222","4141"
"5400593","29_maj","222","4131"
"5400594","29_mars","222","4131"
"7322519","29_november","222","4131"
"5400595","29_oktober","222","4131"
"5400596","29_september","222","4131"
"5400599","2_1/2_män","222","4131"
"5400603","2_april","222","4131"
"5400604","2_augusti","222","4131"
"5400605","2_december","222","4131"
"5400606","2_februari","222","4131"
"7342948","2_januari","222","4141"
"5400607","2_januari","222","4131"
"5400608","2_juli","222","4131"
"7322525","2_juni","222","4131"
"5400610","2_maj","222","4131"
"5400611","2_mars","222","4131"
"12866779","2_mars","222","4141"
"5400612","2_november","222","4131"
"5400613","2_oktober","222","4131"
"5400614","2_september","222","4131"
"5400616","3","222","4131"
"5400618","300","222","4131"
"5400619","300-talet","222","4131"
"5400621","300_(film)","222","4131"
"5400625","30_Rock","222","4131"
"5400626","30_Seconds_to_Mars","222","4131"
"5400628","30_april","222","4131"
"5400629","30_augusti","222","4131"
"5400630","30_december","222","4131"
"5400631","30_februari","222","4131"
"5400632","30_januari","222","4131"
"5400633","30_juli","222","4131"
"5400634","30_juni","222","4131"
"8452601","30_maj","222","4131"
"5400635","30_mars","222","4131"
"5400636","30_november","222","4131"
"5400637","30_oktober","222","4131"
"5400639","30_september","222","4131"
"16077192","31_augusti","222","4141"
"5400640","31_augusti","222","4131"
"5440160","31_december","222","4141"
"5400641","31_december","222","4131"
"5400642","31_januari","222","4131"
"5400643","31_juli","222","4131"
"5400644","31_maj","222","4131"
"5400645","31_mars","222","4131"
"5400646","31_oktober","222","4131"
"5400648","33","222","4131"
"5400660","3DES","222","4131"
"5400662","3G","222","4131"
"5400665","3_Doors_Down","222","4131"
"5400666","3_april","222","4131"
"5400667","3_augusti","222","4131"
"16028904","3_augusti","222","4141"
"5400668","3_december","222","4131"
"5400669","3_februari","222","4131"
"8464497","3_januari","222","4141"
"5400670","3_januari","222","4131"
"7322553","3_juli","222","4131"
"5400671","3_juni","222","4131"
"14735667","3_juni","222","4141"
"5400672","3_maj","222","4131"
"5400673","3_mars","222","4131"
"5400674","3_november","222","4131"
"5400675","3_oktober","222","4131"
"5400676","3_september","222","4131"
"16134613","3_september","222","4141"
"5400677","3ds_Max","222","4131"
"5400685","400-talet","222","4131"
"5400695","42_(tal)","222","4131"
"5400696","433_Eros","222","4131"
"5400706","49","222","4131"
"7322575","4D","222","4131"
"5400712","4_april","222","4131"
"5400713","4_augusti","222","4131"
"7322580","4_december","222","4131"
"5400714","4_februari","222","4131"
"9196020","4_januari","222","4141"
"5400715","4_januari","222","4131"
"5400716","4_juli","222","4131"
"5400717","4_juni","222","4131"
"14735668","4_juni","222","4141"
"5400718","4_maj","222","4131"
"5400719","4_mars","222","4131"
"5400720","4_november","222","4131"
"5400721","4_oktober","222","4131"
"16615372","4_oktober","222","4141"
"16134614","4_september","222","4141"
"5400722","4_september","222","4131"
"5400723","4chan","222","4131"
"5400727","500","222","4131"
"5400728","500-talet","222","4131"
"5400730","50_Cent","222","4131"
"5400744","5_april","222","4131"
"5400745","5_augusti","222","4131"
"5400746","5_december","222","4131"
"5400747","5_februari","222","4131"
"5400748","5_januari","222","4131"
"9822814","5_januari","222","4141"
"7322600","5_juli","222","4131"
"5400749","5_juni","222","4131"
"14735669","5_juni","222","4141"
"14212030","5_maj","222","4141"
"5400750","5_maj","222","4131"
"5400751","5_mars","222","4131"
"5400752","5_november","222","4131"
"5400753","5_oktober","222","4131"
"5400754","5_september","222","4131"
"7322602","600-talet","222","4131"
"5400769","666","222","4131"
"5400772","666_(tal)","222","4131"
"5400774","69","222","4131"
"5400776","6_april","222","4131"
"5400777","6_augusti","222","4131"
"5400778","6_december","222","4131"
"5400779","6_februari","222","4131"
"5400780","6_januari","222","4131"
"10307537","6_januari","222","4141"
"5400781","6_juli","222","4131"
"5400782","6_juni","222","4131"
"5400783","6_maj","222","4131"
"12955317","6_mars","222","4141"
"5400784","6_mars","222","4131"
"5400785","6_november","222","4131"
"5400786","6_oktober","222","4131"
"7322614","6_september","222","4131"
"5400787","7","222","4131"
"5400793","700-talet","222","4131"
"5400807","7_(tal)","222","4131"
"5400809","7_april","222","4131"
"5400810","7_augusti","222","4131"
"8452797","7_december","222","4131"
"5400811","7_februari","222","4131"
"10726389","7_januari","222","4141"
"5400812","7_januari","222","4131"
"5400813","7_juli","222","4131"
"5400814","7_juni","222","4131"
"5400815","7_maj","222","4131"
"12955318","7_mars","222","4141"
"5400816","7_mars","222","4131"
"5400818","7_november","222","4131"
"5400819","7_oktober","222","4131"
"5400820","7_september","222","4131"
"5400825","8,8_cm_FlaK","222","4131"
"5400829","800-talet","222","4131"
"5400838","8_Mile","222","4131"
"13739344","8_april","222","4141"
"5400840","8_april","222","4131"
"7322658","8_augusti","222","4131"
"15739642","8_augusti","222","4141"
"5400841","8_december","222","4131"
"5400842","8_februari","222","4131"
"5400843","8_januari","222","4131"
"11047331","8_januari","222","4141"
"5400844","8_juli","222","4131"
"5400845","8_juni","222","4131"
"14801683","8_juni","222","4141"
"5400846","8_maj","222","4131"
"5400847","8_mars","222","4131"
"5400848","8_november","222","4131"
"5400849","8_oktober","222","4131"
"16676076","8_oktober","222","4141"
"16194965","8_september","222","4141"
"5400850","8_september","222","4131"
"5400856","900-talet","222","4131"
"5400861","90377_Sedna","222","4131"
"5400863","911","222","4131"
"5400875","99942_Apophis","222","4131"
"5400877","9_april","222","4131"
"7322674","9_augusti","222","4131"
"5400878","9_december","222","4131"
"5400879","9_februari","222","4131"
"5400880","9_januari","222","4131"
"11322962","9_januari","222","4141"
"5400881","9_juli","222","4131"
"5400882","9_juni","222","4131"
"5400883","9_maj","222","4131"
"5400884","9_mars","222","4131"
"5400887","9_november","222","4131"
"16676077","9_oktober","222","4141"
"5400888","9_oktober","222","4131"
"5400890","9_september","222","4131"
"5400895","@","222","4131"
"5400896","A","222","4131"
"5400904","A-ha","222","4131"
"7322681","A.A._Milne","222","4131"
"7322700","ABC","222","4131"
"5400970","AC","222","4131"
"5400971","AC/DC","222","4131"
"5400976","ACF_Fiorentina","222","4131"
"5400980","AC_Milan","222","4131"
"5400984","AD","222","4131"
"5400988","ADHD","222","4131"
"7322715","AE","222","4131"
"5400996","AFC","222","4131"
"5400997","AFC_Ajax","222","4131"
"12401471","AIK_Fotboll","222","4132"
"5401017","AIK_Fotboll","222","4131"
"5431689","AIK_Fotboll","222","4145"
"5401028","AIX","222","4131"
"5401029","AJAX","222","4131"
"5401033","AK-47","222","4131"
"5401044","AM","222","4131"
"5401050","AMD64","222","4131"
"5401072","AR","222","4131"
"7322748","ARM_(processorarkitektur)","222","4131"
"5401076","ARPANET","222","4131"
"5401078","ASCII","222","4131"
"5401079","ASCII-konst","222","4131"
"5401083","ASIC","222","4131"
"5401086","ASP.NET","222","4131"
"5401092","AS_Roma","222","4131"
"5401093","AT","222","4131"
"5401094","AT&T","222","4131"
"5401100","ATI_Technologies","222","4131"
"8452923","ATP-touren","222","4131"
"5401106","AU","222","4131"
"5401108","AVE","222","4131"
"5401109","AVI","222","4131"
"5401117","A_Beautiful_Mind","222","4131"
"5401121","A_Clockwork_Orange","222","4131"
"5401123","A_Hard_Day's_Night","222","4131"
"5401135","A_Night_at_the_Opera_(musikalbum_av_Queen)","222","4131"
"5401139","A_Rush_of_Blood_to_the_Head","222","4131"
"5401148","A_cappella","222","4131"
"5401151","Aachen","222","4131"
"5401157","Aaliyah","222","4131"
"5401162","Aare","222","4131"
"5401165","Aaron_Carter","222","4131"
"5401166","Aaron_Eckhart","222","4131"
"5401169","Aaron_Lennon","222","4131"
"5401171","Aaron_Ramsey","222","4131"
"5401179","Abakus","222","4131"
"5401182","Abba","222","4131"
"5401192","Abbey_Road_(musikalbum)","222","4131"
"14515994","Abborrartade_fiskar","222","4145"
"5401194","Abborrartade_fiskar","222","4131"
"7322798","Abbot","222","4131"
"5401198","Abchazien","222","4131"
"5401209","Abdullah_II_av_Jordanien","222","4131"
"5401210","Abdullah_bin_Abdul_Aziz","222","4131"
"5401215","Aberdeen","222","4131"
"5401221","Abessinier","222","4131"
"5401223","Abidjan","222","4131"
"5401224","Abigail_Breslin","222","4131"
"5401229","Abolitionism","222","4131"
"5401230","Aboriginer","222","4131"
"5401239","Abraham_(patriark)","222","4131"
"5401240","Abraham_Lincoln","222","4131"
"5401244","Abrahamitiska_religioner","222","4131"
"9821339","Abrahamitiska_religioner","222","4145"
"5401247","Abrakadabra","222","4131"
"7322840","Abruzzo","222","4131"
"5401253","Absid","222","4131"
"13188063","Absid","222","4132"
"5401254","Absint","222","4131"
"8452970","Absolut_gehör","222","4131"
"5401263","Absoluta_nollpunkten","222","4131"
"5401264","Absolutbelopp","222","4131"
"5401316","Absolution_(musikalbum)","222","4131"
"7322888","Abstrakt_expressionism","222","4131"
"14454925","Abstraktion","222","4145"
"5401325","Abstraktion","222","4131"
"5401327","Abu_Bakr","222","4131"
"5401328","Abu_Dhabi","222","4131"
"5401331","Abuja","222","4131"
"5401335","Acapulco","222","4131"
"5401336","Acceleration","222","4131"
"5401343","Accra","222","4131"
"7322907","Accuracy_International_Arctic_Warfare","222","4131"
"5401351","Ace_of_Base","222","4131"
"5401354","Aceh","222","4131"
"5401362","Aceton","222","4131"
"5401367","Acetylsalicylsyra","222","4131"
"5401382","Ackord","222","4131"
"8452998","Ackretionsskiva","222","4131"
"5401394","Aconcagua","222","4131"
"5401403","Actionfilm","222","4131"
"5401408","Active_Directory","222","4131"
"7322931","Active_Server_Pages","222","4131"
"5401409","Activision","222","4131"
"5401412","Ad_hoc","222","4131"
"8453006","Ad_hominem-argument","222","4131"
"7322937","Ada_(programspråk)","222","4131"
"5401418","Ada_Lovelace","222","4131"
"5401429","Adam_Baldwin","222","4131"
"5401431","Adam_Brody","222","4131"
